78.0,42.0,0.0,180,0.0
89.0,42.0,0.0,180,0.0
42.0,2.0,0.0,90,0.0
38.0,78.0,0.0,270,0.0
100.0,42.0,0.0,180,0.0
42.0,-11.0,0.0,90,0.0
2.0,38.0,0.0,0,0.0
42.0,-20.0,0.0,90,0.0
-10.0,38.0,0.0,0,0.0
-20.0,38.0,0.0,0,0.0
38.0,91.0,0.0,270,0.0
-34.0,38.0,0.0,0,0.0
111.0,41.99999999999999,0.0,180,0.0
38.00000000000001,100.0,0.0,270,0.0
130.0,41.99999999999999,0.0,180,0.0
-50.0,38.0,0.0,0,0.0
42.0,-37.0,0.0,90,0.0
38.00000000000001,117.0,0.0,270,0.0
-53.0,38.0,0.0,0,0.0
133.0,41.99999999999999,0.0,180,0.0
77.725,42.0,0.0,180.0,0.0
88.725,42.0,0.0,180.0,0.0
42.0,2.275,0.0,90.0,0.0
38.0,77.7,0.0,270.0,0.0
99.725,42.0,0.0,180.0,0.0
42.0,-10.675,0.0,90.0,0.0
2.3,38.0,0.0,0,0.0
42.0,-19.725,0.0,90.0,0.0
-9.7,38.0,0.0,0,0.0
-19.725,38.0,0.0,0,0.0
38.0,90.675,0.0,270.0,0.0
-33.7,38.0,0.0,0,0.0
110.725,41.99999999999999,0.0,180.0,0.0
38.00000000000001,99.725,0.0,270.0,0.0
129.675,41.99999999999999,0.0,180.0,0.0
-49.675,38.0,0.0,0,0.0
42.0,-36.675,0.0,90.0,0.0
38.00000000000001,116.675,0.0,270.0,0.0
-52.75,38.0,0.0,0,0.0
132.75,41.99999999999999,0.0,180.0,0.0
77.44999999999999,42.0,0.0,180.0,0.0
88.44999999999999,42.0,0.0,180.0,0.0
42.0,2.55,0.0,90.0,0.0
38.0,77.4,0.0,270.0,0.0
99.44999999999999,42.0,0.0,180.0,0.0
42.0,-10.350000000000001,0.0,90.0,0.0
2.5999999999999996,38.0,0.0,0,0.0
42.0,-19.450000000000003,0.0,90.0,0.0
-9.399999999999999,38.0,0.0,0,0.0
-19.450000000000003,38.0,0.0,0,0.0
38.0,90.35,0.0,270.0,0.0
-33.400000000000006,38.0,0.0,0,0.0
110.44999999999999,41.99999999999999,0.0,180.0,0.0
38.00000000000001,99.44999999999999,0.0,270.0,0.0
129.35000000000002,41.99999999999999,0.0,180.0,0.0
-49.349999999999994,38.0,0.0,0,0.0
42.0,-36.349999999999994,0.0,90.0,0.0
38.00000000000001,116.35,0.0,270.0,0.0
-52.525,38.0,0.0,0,0.0
132.525,41.99999999999999,0.0,180.0,0.0
77.17499999999998,42.0,0.0,180.0,0.0
88.17499999999998,42.0,0.0,180.0,0.0
42.0,2.8249999999999997,0.0,90.0,0.0
38.0,77.10000000000001,0.0,270.0,0.0
99.17499999999998,42.0,0.0,180.0,0.0
42.0,-10.025000000000002,0.0,90.0,0.0
